,Job Title,Salary Estimate,Job Description,Review,Company Name,Location
79,Statistical Analyst,"$5,362 - $7,724 a month","Staff - Non Union
Job Category
M&P - AAPS
Job Profile
AAPS Salaried - Statistical Analysis, Level A
Job Title
Statistical Analyst
Department
Jassem Laboratory CFDC | Department of Pathology and Laboratory Medicine | Faculty of Medicine
Compensation Range
$5,361.58 - $7,723.67 CAD Monthly
Posting End Date
June 22, 2021
Note: Applications will be accepted until 11:59 PM on the day prior to the Posting End Date above.
Job End Date
Dec 31, 2021
Job Summary
The BC Centre for Disease Control (BCCDC) is seeking a data analyst to optimize and maintain datasets, contribute to study design plans, and perform statistical analyses for a Genome BC/MSFHR/BCCDC Foundation funded project on characterizing viruses from COVID-19 vaccine breakthrough infections lead by Public Health Laboratory Microbiologists and Senior Scientists. With support from the team of researchers, the data analyst will integrate large and varied (laboratory and epidemiological) data sources, manage and clean data for input to the analyses, assist with case-control analysis, perform modelling analyses, and take a lead role in drafting publications for peer review. Additional responsibilities include liaising with external project team members, other internal potential data users, generating results specific to British Columbia for surveillance purposes, and routine reporting to project funders. This position is grant-funded with a possibility of extension.

Organizational Status
The Statistical Analyst will report directly to the study Principal Investigators and the Senior Epidemiologist overseeing the data analytics portion of the project. They will work collaboratively with other research team members, including research assistants, graduate student trainees, and post-doctoral fellows. They will interact and liaise with additional internal and external co-investigators, project partners, and Knowledge users.

Work Performed
Optimize data pipelines that integrate comprehensive data sources to enable regular updating of data
Document any pipeline development methods and procedures in code using version control
Manage, maintain, and clean data for input for analyses
Contribute to study design and analysis plan
Design multiple mathematical models to assess the impact of COVID-19 vaccination on the selection of SARS-CoV-2 mutations
Liaise and enable data sharing with external team members
Prepare presentations and manuscripts for peer review
Work collaboratively with others to support project objectives by actively participating at team meetings, and establishing effective communications with project staff and co-investigators

Consequence of Error/Judgement
The Statistical Analyst is required to conduct all activities in an ethical manner. Any procedures or data recorded must be accurate and must accurately reflect the work performed. All activities are accountable to the PIs. As data from this effort will be made widely available to a range of data users for surveillance, epidemiological, and policy research, consequences of error could result in erroneous information with negative implications for all of these activities. Confidentiality of highly personal health information and identifiers present in datasets must be protected at all costs

Supervision Received
The BCCDC PIs will provide direction and will oversee performance and results of the project. The analyst will also be directly supervised by a Senior Epidemiologist and Co-Investigator on the study. The Statistical Analyst will be expected to develop a work plan and timelines and exercise a considerable amount of judgement and initiative in duties. Performance will be reviewed periodically.

Supervision Given
The Statistical Analyst may occasionally provide guidance to other research staff or graduate trainees.

Minimum Qualifications
Post-graduate degree in Statistics. Minimum of two years of related experience in research analysis, or the equivalent combination of education and experience.

Preferred Qualifications
Post-graduate degree in Epidemiology will also be acceptable
Experience with large medical/health-related data such as Epidemiology, Health Services Research, or Biostatistics is required
Demonstrated ability to exercise sound judgment in analyzing and evaluating data
Ability to maintain accuracy and attention to detail
Ability to facilitate consensus in a team
Ability to prioritize and manage work under pressure to meet deadlines
Demonstrated ability to communicate effectively, both verbally and in writing
Must be proficient with Microsoft operating systems, Excel, Access, Word
Demonstrated ability to use statistical software including SAS, Python, and R.",4.2,University of British Columbia,"University of British Columbia (Vancouver campus), BC"
80,Senior Data Scientist,None,"Clearco is a company built by founders for founders, and we're laser-focused on our mission to help entrepreneurs succeed. The Senior Data Scientist will have the opportunity to create models, build advanced analytics, and leverage machine learning to help Clearco's founders improve their understanding of their data and grow their businesses.

Application Deadline: June 22, 2021

Please be advised someone from the recruitment team will be in touch shortly after the application deadline.

What your day-to-day will look like:
You will collaborate and influence senior leadership to ensure Data Science directly impacts strategy
As your first task, you will leverage NLP techniques for web scraping to build a custom email automation platform that maximizes incoming company sales leads!
You will draw connections about a domain's change in Facebook followers and it's likelihood to take a capital infusion and so much more
You will analyze and build models on data, but will have the autonomy to collect their own data via purchase, web scraping (highly encouraged), and manual collection (via outsourced contractors)
You will conduct original analyses to advise and influence product, engineering, and operations efforts

You will thrive if you have:
Exceptional time-management and organization skills – you can manage project ambiguity, complexity, and interdependencies
Excellent interpersonal skills - you are able work with and influence a diverse group of stakeholders
A self-starter mindset – you enjoy discussing a problem and after the discussion is over, you can't wait to get started on the execution of a project!
The ability to think outside the box and understand the bigger picture – you are an innovative thinker
Demonstrated the ability to thrive in a fast-paced environment, while collaborating with and influencing business partners to achieve strategic goals

Technical Requirements:
4+ years of experience in a Statistician, Researcher, Machine Learning Engineer, Data Engineer, or Data Analyst role
A Bachelor's Master's, and/or PhD in Statistics, Machine Learning, Mathematics, Computer Science, Economics or any other related quantitative field
Experience with Python, Kubernetes/Docker, Version Control/Git, Snowflake/SQL, Analytics, and Statistics
Experience with spaCy, word embedding, web scraping for data collection

Clearco is an equal opportunity employer. We celebrate our inclusive work environment and welcome members of all backgrounds and perspectives to apply. At Clearco, we're committed to developing and upholding an inclusive, transparent, and comfortable environment for all. We create a space where every voice, perspective, and idea is heard and acknowledged. We embrace differences, and know that our diverse team is our strength and what drives our innovation.

Clearco is committed to developing a barrier-free recruitment process and work environment. If you require any accommodation, please email us at accommodations@clear.co and we'll work with you to meet your accessibility needs.",None,Clearco,Ontario
81,Machine Learning Engineer - Biometric,None,"Designing and implementing components to make Jumio biometric verification solution the best on the market.
Biometric verification is a key component of our product portfolio and KYX platform: as an ML Engineer in the biometric team, you play a key role in the performance and robustness of our offering.
You will:
Develop machine learning solutions to integrate in our products
Balance building technically advanced solutions and swiftly shipping
Keep apace with developments in Deep Learning relevant to our activities (papers, conferences, etc.)
Work with a diverse team of talented ML Engineers, Backend Engineers, Developers in Test, and Product Managers
Experience and Qualifications:
Industrial experience in Computer Vision
Ability to write production-grade code in Python
Hands-on experience with any of these frameworks: Tensorflow, PyTorch
Passion for learning new things and bringing in new ideas
Great to have Experience and Qualifications:
Experience with video processing
*
Key Characteristics and Attitudes: *
In a recent global survey these attributes were valued by Jumios in all locations and functions - we firmly believe in hiring for attitude as well as skill.
Friendly and supportive
Adaptable and flexible
Articulate and persuasive
High IQ and EQ
Curious and coachable
Commercially Aware
Resilient and tenacious
Big picture and the detail
Jumio Values:
IDEAL: Integrity, Diversity, Empowerment, Accountability, Leading Innovation
@Work:
Jumio AI Labs in Montreal is one of three R&D centres at Jumio, alongside Vienna, Austria and Bangalore, India. Located in downtown Montreal, we focus on R&D in computer vision as well as general Machine Learning. We deliver components that power Jumio’s market leading products. Jumio Montreal is a diverse team of engineers from a variety of countries that all enjoy collaboration, knowledge sharing, being curious and driving advancements in Machine Learning and ID Verification. Our Montreal Office is also a cultural hub where we celebrate unity in diversity through team-building activities and highlight every cultural event happening around the world.
Company:
Jumio is the future for online and mobile ID verification. We are the largest and fastest growing company in the ID verification space. With a global footprint, we’re expanding the team to meet strong client demand across a range of industries including Financial Services, Travel, Sharing Economy, Fintech, Gaming, and others.
Equal Opportunities:
Jumio is a collaboration of people with different ideas, strengths, interests and cultures. We welcome applications and colleagues from all backgrounds and statuses.
Job Type: Full-time",None,Jumio Corporation,"Montréal, QC"
82,Staff Applied Research Scientist - ATG,None,"Company Description
ServiceNow is making the world of work, work better for people. Our cloud‑based platform and solutions deliver digital workflows that create great experiences and unlock productivity for employees and the enterprise. We're growing fast, innovating faster, and making an impact on our customers' and employees' lives in significant and important ways. With over 6,900 customers, we serve approximately 80% of the Fortune 500, and we're on the 2020 list of FORTUNE World's Most Admired Companies.®
We’re looking for people who are ready to jump right in and help us build on our incredible momentum, our diverse, engaged workforce, and our purpose to make the world of work, work better.
Learn more on Life at Now blog and hear from our employees about their experiences working at ServiceNow.
Job Description
The Advanced Technology Group (ATG) at ServiceNow is a customer-focused innovation group building intelligent software and smart user experiences using existing and latest advanced technologies to enable end-to-end, industry-leading work experiences for customers. We are a group of researchers, applied scientists, engineers, and product managers with a dual mission. We build and evolve the AI platform, and partner with teams to build products and end-to-end AI-powered work experiences. In equal measure, we lay the foundations, research, experiment, and de-risk AI technologies that unlock new work experiences in the future.
Le Groupe de technologie avancée (GTA) de ServiceNow est un groupe d'innovation axé sur le client qui crée des logiciels intelligents et des expériences utilisateurs intelligentes en utilisant les technologies de pointe existantes et les plus récentes pour offrir aux clients des expériences de travail de bout en bout à la pointe de l'industrie. Nous sommes un groupe de chercheurs, de scientifiques appliqués, d'ingénieurs et de chefs de produits avec une double mission. Nous construisons et faisons évoluer la plate-forme d'intelligence artificielle (IA), et nous nous associons à des équipes pour créer des produits et des expériences de travail de bout en bout basées sur l'IA. Dans la même mesure, nous posons les fondations, recherchons, expérimentons et réduisons les risques en matière de technologies d'IA qui ouvrent la voie à de nouvelles expériences de travail à l'avenir.
What you get to do in this role:
Work in ServiceNow's Machine Learning team and find new and innovative ways to solve hard problems in Natural Language Processing, by leveraging core machine learning, deep learning and AI techniques. Play a leading role in building the team’s scientific expertise in that field. Opportunity to learn, work and contribute to the innovative and enterprise grade ServiceNow’s Natural Language Understanding and Artificial Intelligence engine as part of the overall offering.
Specifically, you will:
Design the natural language processing components of ServiceNow NLU capabilities by enhancing core deep learning algorithms.
Work with team to generalize, scale and integrate these solutions at the platform level making it available as a core feature/functionality to all ServiceNow client base.
Support, iterate and improve existing NLU capabilities to a desired level over a definitive time period.
Participate in data collection, creating benchmarks, etc.
Develop innovative patentable ideas that ensures the competitiveness of this product within the domain of similar work being done in the industry.
Collaborate with the Research group to formulate research questions aligned with current and future product needs, actively working with them on knowledge and technology transfer towards platform and products.
Advance the natural language capabilities of the ServiceNow platform.
Bring intelligence to customer workflows by leveraging their individual data
Structured data (workflow state evolution, database tables)
Unstructured data (utterances, descriptions, documents)
Adapting to their unique and complex workflows
At Scale: 7000+ customers with a wide range of data volumes
Qualifications
To be successful in this role you have:
A minimum of 8 years experience and a Master’s degree, or a PhD with 6 years’ experience.
Solid Machine learning/Deep learning theoretical knowledge and practical experience.
Excellent working knowledge of Python and its data science ecosystem (jupyter, pandas, etc.) as well as deep-learning frameworks (TensorFlow, PyTorch).
Extensive working experience in Natural Language Processing (NLP)/Natural Language Understanding (NLU) based solutions.
Extensive experience in leveraging dense distributional representations (“embeddings”) in various problems and contexts.
Exposure to scaling natural language models in multilingual environments.
Solid practical experience to systematically approach, design and build a machine learning/deep learning solution, evaluate it and optimize it for production.
Very good understanding of Transformer-based neural architecture and their applications for language tasks.
Excellent knowledge in algorithms and data structures.
Excellent problem-solving and critical thinking abilities, with a desire to build a deep and solid understanding of the problems faced and the solutions developed.
Strong written and verbal communication skills with an ability and interest to mentor more junior colleagues.
Working experience within product development teams is a must.
Must have demonstrated capabilities to create innovative solutions as well as novel, patentable ideas.

Additional Information
ServiceNow is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, creed, religion, sex, sexual orientation, national origin or nationality, ancestry, age, disability, gender identity or expression, marital status, veteran status or any other category protected by law.
If you are an individual with a disability and require a reasonable accommodation to complete any part of the application process, or are limited in the ability or unable to access or use this online application process and need an alternative method for applying, you may contact us at +1 (408) 501-8550, or [email protected] for assistance.
For positions requiring access to technical data subject to export control regulations, including Export Administration Regulations (EAR), ServiceNow may have to obtain export licensing approval from the U.S. Government for certain individuals. All employment is contingent upon ServiceNow obtaining any export license or other approval that may be required by the U.S. Government.",None,ServiceNow,"Montréal, QC"
83,Senior Data Scientist (Montreal),None,"Company presentation
A world leader in gases, technologies and services for Industry and Health, Air Liquide is present in 78 countries with approximately 64,500 employees and serves more than 3.8 million customers and patients. Oxygen, nitrogen and hydrogen are essential small molecules for life, matter and energy. They embody Air Liquide’s scientific territory and have been at the core of the company’s activities since its creation in 1902.

Entity and activity description

Air Liquide’s ambition is to be a leader in its industry, deliver long term performance and contribute to sustainability - with a strong commitment to climate change and energy transition at the heart of its strategy. The company’s customer-centric transformation strategy aims at profitable, regular and responsible growth over the long term. It relies on operational excellence, selective investments, open innovation and a network organization implemented by the Group worldwide. Through the commitment and inventiveness of its people, Air Liquide leverages energy and environment transition, changes in healthcare and digitization, and delivers greater value to all its stakeholders.
Air Liquide’s revenue amounted to more than 20 billion euros in 2020. Air Liquide is listed on the Euronext Paris stock exchange (compartment A) and belongs to the CAC 40, EURO STOXX 50 and FTSE4Good indexes

Missions and Responsibilities

Position Summary
The Senior Data Scientist will serve as a technical reference for the Core Data Science team in delivering analytically driven research projects for the Group. The candidate will be able to demonstrate a proven track record in identifying and leading data science projects while delivering compelling business insights using cutting edge data science methods. The candidate will be instrumental to shaping Air Liquide R&D data science perspectives on major business issues.
Your challenge at Air Liquide:
Provide technical expertise to the team of data scientists and support end-to-end rigorous and creative analytics research process.
Ensure the flawless deployment and delivery of analytics solutions with demonstrated business performance and to the satisfaction of internal sponsors.
Lead the end-to-end development of scalable and production-grade predictive models, Artificial Intelligence and machine learning solutions that can create proven business value for their respective entities.
Provide thought leadership to business executives and analytic leaders to develop a vision and roadmap for analytics across the Air Liquide group. Build strong relationships with Academic and business communities to build and maintain cutting edge expertise in analytics, Artificial Analytics and Machine Learning.
Present research findings to senior leadership both within and outside of Air Liquide

Competencies and Profile

Required
Phd/Master’s degree in computer science, mathematics, physics, applied science, engineering or similar disciplines with demonstrated research capability.
8+ years of relevant experience in an analytical function in the corporate world..
Substantial experience with analytical tools and techniques and a proven track record on analytics projects solving business problems and/or improving bottom line.
Demonstrated ability to independently drive novel data-driven research projects, from project ideation to full deployment.
Established network of thought leaders and recognized experts on leading-edge tools and methods in Artificial Intelligence and Machine Learning.
Capacity to interface effectively with senior management and build business momentum around data analytics.
Programming experience in Python.
Good communication skills in French and in English
Preferred
Understanding and/or past experience of the Industrial or energy sectors is a plus.

Additional information

*** Thank you for your interest in Air Liquide. Please note that only shortlisted candidates will be contacted. For more information on our company, visit us online at www.airliquide.ca

Job Reference: CA04252",3.8,Air Liquide,"Montréal, QC"
84,Analytics and Insights Manager,None,"Job Description
We’ve grown to nearly 300 people in less than a year (during Covid) and we’re just getting started. Do you love the idea of turning data into a secret weapon? Do you enjoy working in a collaborative environment, where quick decision-making enables meaningful and measurable progress? Does the prospect of helping build a successful organization excite you?
If you answered yes to the questions above, then we’d love to hear from you!
About 7x
7x was founded on the basic premise that most third-party contact centres suck, resulting in painful client interactions with some of the world’s most recognized consumer brands. 7x has set out to reinvent the industry, shifting focus towards co-creating delightful experiences to drive brand affinity, loyalty and adoption, for our clients. To achieve this, the company’s unique engagement model involves a more customized and collaborative approach to designing, building and operating omnichannel contact centres for some of the world’s most recognizable brands.
As part of this unique approach, 7x has recently partnered with a top-tier North American Telco, to build a world-class customer experience.
To achieve this, we need to support our client operations with new and innovative performance insights driven by strong analytics and data science.
The Impact You’ll Make
As an Analytics and Insights Manager, you will impact our senior leaders directly by leveraging multiple data sources and producing critical insights that lead to quality decision making, strategy, and tactics. Data story telling will be paramount as you conduct and frame deep-dive analyses and be a data evangelist within the business.
What You'll Do
Act as the data evangelist within your stakeholders and tell stories through data that drive strategy and tactics.
Be a presentation pro and present analytical findings in an articulate and nimble way to simplify complex concepts to business groups.
Build, develop and maintain reporting systems, data automation systems, dashboards and performance metrics support that support key business decisions.
Oversee the design and delivery of reports and insights that analyze business functions and key operations and performance metrics.
Become a subject matter expert in various areas of business and data to be able to act as consultant to stakeholders for finding new opportunities to drive business with data and analysis.
Train, develop and supervise a team of analysts.
Foster a collaborative team environment which empowers the team, encourages open exchange of ideas and out-of-box thinking.
What You'll Need
Proficient in SQL.
Powerful business acumen, with ability to put data in the context of a customer problem and know where to look when exposed to large amounts of data.
Comfortable working alongside various functional teams.
Supportive, with a great “enabler” mindset that thrives on the success of their teams.
Self-starter, with the ability to proactively make relevant recommendations to the business.
Great people skills and ability to communicate (positive and negative) feedback.
Must be detail-oriented, highly organized, and a strong multitasker.
Working understanding of data science and complex statistical techniques.",3.7,7X Powered Inc,"Vancouver, BC"
85,Senior Artificial Intelligence Engineer,None,"iLOOKABOUT (“ILA”) is a transformational data analytics organization that provides transparency to the valuation of real estate assets. ILA is a real estate valuation platform with technologies that leverage the power of data designed to address today's dynamic real estate valuation market.
Our proprietary innovative platform provides software and data licenses and technology managed services to the real estate industry, serving primarily the property lending and property tax sectors, both public and private, in the United States (“US”) and Canada. Accurate data and property valuations form the basis for our clients to value assets, fund loans, securitize portfolios and to analyze and update property tax assessments. As a fully integrated valuation technology company, we are setting new standards in real estate valuation quality and reliability.
ILA is a brand built on innovation, execution, accuracy, industry expertise and forward-looking products and services.
If you are a Senior Artificial Intelligence Engineer with Extensive development experience in computer vision and deep learning algorithms – and can be a team lead – we want to tell you more about this exciting opportunity!
Key Responsibilities
Maintaining the existing algorithm and optimize the algorithm when it is necessary.
Working with the software development team to implement the algorithm into our internal and external software applications.
Ensures the algorithm will achieve the same accuracy as developed.
Engages the team and motivates to improve the user experience of our software solution.
Knowledge, Skills, and Abilities
5+ years experience with Artificial Intelligence algorithm development from prototype to commercial products.
Ability to implement computer vision algorithms using standard libraries, e.g., OpenCV, Scikit-learn, etc., and popular deep learning frameworks like Pytorch or Tensorflow.
Understanding of fundamental deep learning architectures (such as CNNs).
Python programming skills, familiarity with C++ programming.
Experience developing and training deep neural networks for image classification / segmentation and object detection.
Experience working with GitHub and Google Cloud.
Understand the software development life cycle and Agile development environment.
Education and Experience
Master degree in Computer Science, Engineering or related discipline.
Extra value placed on GIS software development experience with both desktop applications and web applications.
iLOOKABOUT welcomes and encourages applications from people with disabilities. Accommodations are available on request for candidates taking part in all aspects of the selection process.
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, or national origin.
To apply for this position in confidence, please submit a resume and cover letter including compensation expectations.
Job Type: Full-time
Benefits:
Work from home
Schedule:
Monday to Friday
Education:
Master's Degree (preferred)
Experience:
AI Algorithm Development: 5 years (preferred)
Work remotely:
Yes",None,iLOOKABOUT Inc.,"London, ON"
86,AI Developer - ATG,None,"Company Description
ServiceNow is making the world of work, work better for people. Our cloud‑based platform and solutions deliver digital workflows that create great experiences and unlock productivity for employees and the enterprise. We're growing fast, innovating faster, and making an impact on our customers' and employees' lives in significant and important ways. With over 6,900 customers, we serve approximately 80% of the Fortune 500, and we're on the 2020 list of FORTUNE World's Most Admired Companies.®
We’re looking for people who are ready to jump right in and help us build on our incredible momentum, our diverse, engaged workforce, and our purpose to make the world of work, work better.
Learn more on Life at Now blog and hear from our employees about their experiences working at ServiceNow.
Job Description
What you get to do in this role:

The Advanced Technology Group (ATG) at ServiceNow is a customer-focused innovation group building intelligent software and smart user experiences using existing and latest advanced technologies to enable end-to-end, industry-leading work experiences for customers. We are a group of researchers, applied scientists, engineers, and product managers with a dual mission. We build and evolve the AI platform, and partner with teams to build products and end-to-end AI-powered work experiences. In equal measure, we lay the foundations, research, experiment, and de-risk AI technologies that unlock new work experiences in the future.

You will play a major part in building AI and Machine Learning (ML) solutions that transform the user experience and workflow efficiency of enterprise services. Traditional analytical tools tend to require a technically knowledgeable user to produce even simple results. We are taking a completely fresh approach with the expectation that any user, regardless of technical knowledge, can use the AI/ML solutions we develop to operate the services in the enterprise setting in a thoughtful and scalable manner. We are just getting started with our early-adopter customers and we need your help in building and making available an amazing range of solutions to our 5k+ enterprise customers around the world.

Build the best cloud-based AI/ML solutions to power intelligent enterprise services

Collaborate daily with a team of like-minded developers, product managers and quality engineers to produce quality software

Work with product owners to understand detailed requirements and own your code from design, implementation, testing and delivery of high-quality solutions to our users

Qualifications
To be successful in this role you have:

5+ years of related experience with a Bachelor's degree; or 3 years and a Master's degree; or a PhD without experience; or equivalent work experience

Expertise in Python or Java, OOP, Design Patterns, time and space-efficient algorithms

Experience building new products that use challenging algorithms

Expertise in coding efficient, object-oriented, modularized and quality software

Knowledge of core AI/ML techniques and algorithms

Knowledge of unit testing, profiling, and code tuning

Additional Information
ServiceNow is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, creed, religion, sex, sexual orientation, national origin or nationality, ancestry, age, disability, gender identity or expression, marital status, veteran status or any other category protected by law.
If you are an individual with a disability and require a reasonable accommodation to complete any part of the application process, or are limited in the ability or unable to access or use this online application process and need an alternative method for applying, you may contact us at +1 (408) 501-8550, or [email protected] for assistance.
For positions requiring access to technical data subject to export control regulations, including Export Administration Regulations (EAR), ServiceNow may have to obtain export licensing approval from the U.S. Government for certain individuals. All employment is contingent upon ServiceNow obtaining any export license or other approval that may be required by the U.S. Government.",None,ServiceNow,"Toronto, ON"
87,QA Analyst,None,"We are looking for an experienced Data Scientist! You will be responsible for data discovery in vast amounts of data, applying data mining techniques, doing statistical analysis, and building high-quality prediction systems.


A few must-have :
Degree in Computer Science or relevant field
5+ years with data related technologies
4+ years with NLP techniques and algorithms
2+ years with data mining, statistical analysis, prediction systems, visualization tools
Experience with cloud services and infrastructure is a plus
What are we searching for :
Excellent understanding of machine learning techniques and algorithms
Experience with data visualization tools
Good applied statistics skills, such as distributions, statistical testing, regression
Good scripting and programming skills
Extended experience with NLP techniques such as text preprocessing, text representation, keyword extraction, text classification, topic modeling, semantic extraction techniques, sentiment analysis
Experience with PDF parsing: text, tables, and images
Experience with Python and data science packages such as Scikit-learn, pandas, numpy, Keras, Tensorflow, PyTorch
Experience with NLP packages such as gensim, nltk, spacy
Understanding of deep learning models for NLP such as BERT, RNN, LSTM
Excellent communication and teamwork skills
An analytical mind, great attention to detail
What is in it for you :
The opportunity to join an early stage, well-financed company
The chance to have an impact by creating a product that is bringing positive change around the world
Generous health benefits
Beautiful office, in the heart of Old Montreal",None,ekosystem,"Montréal, QC"
88,Staff Machine Learning Developer - ATG,None,"Company Description
ServiceNow is making the world of work, work better for people. Our cloud‑based platform and solutions deliver digital workflows that create great experiences and unlock productivity for employees and the enterprise. We're growing fast, innovating faster, and making an impact on our customers' and employees' lives in significant and important ways. With over 6,900 customers, we serve approximately 80% of the Fortune 500, and we're on the 2020 list of FORTUNE World's Most Admired Companies.®
We’re looking for people who are ready to jump right in and help us build on our incredible momentum, our diverse, engaged workforce, and our purpose to make the world of work, work better.
Learn more on Life at Now blog and hear from our employees about their experiences working at ServiceNow.
Job Description
Candidates based in the Toronto area will be considered for this role too!
Les candidats basés dans la région de Toronto seront également considérés pour ce poste!
The Advanced Technology Group (ATG) at ServiceNow is a customer-focused innovation group building intelligent software and smart user experiences using existing and latest advanced technologies to enable end-to-end, industry-leading work experiences for customers. We are a group of researchers, applied scientists, engineers, and product managers with a dual mission. We build and evolve the AI platform, and partner with teams to build products and end-to-end AI-powered work experiences. In equal measure, we lay the foundations, research, experiment, and de-risk AI technologies that unlock new work experiences in the future.
Le Groupe de technologie avancée (GTA) de ServiceNow est un groupe d'innovation axé sur le client qui crée des logiciels intelligents et des expériences utilisateurs intelligentes en utilisant les technologies de pointe existantes et les plus récentes pour offrir aux clients des expériences de travail de bout en bout à la pointe de l'industrie. Nous sommes un groupe de chercheurs, de scientifiques appliqués, d'ingénieurs et de chefs de produits avec une double mission. Nous construisons et faisons évoluer la plate-forme d'intelligence artificielle (IA), et nous nous associons à des équipes pour créer des produits et des expériences de travail de bout en bout basées sur l'IA. Dans la même mesure, nous posons les fondations, recherchons, expérimentons et réduisons les risques en matière de technologies d'IA qui ouvrent la voie à de nouvelles expériences de travail à l'avenir.
Our team is accountable for the development of Document Intelligence, one of ServiceNow’s key products that enables with AI the automatic extraction of information and data from documents. Our team is multidisciplinary, composed of designers, full stack developers, and applied research scientists. We are responsible for the development of core technologies that drive Document Intelligence, in addition to the creation of AI models necessary to automatically extract text and entities from documents.
We’re growing fast! We’re looking for a Machine Learning Developer to join our development team for Document Intelligence, based in Montreal or Toronto.
What you get to do in this role:
Contribute to the design, implementation, and scaling of Document Intelligence as a key AI-first product in ServiceNow’s portfolio.
Collaborate daily with a team of like-minded developers, applied research scientists, product managers and quality engineers to produce quality software
Work with product owners to understand detailed requirements and own your code from design, implementation, testing and delivery of high-quality solutions to our users
Collaborate with internal development teams to ensure the proper technical integration of Document Intelligence with various ServiceNow products.
Ce que vous avez à faire dans ce rôle :
Contribuer à la conception, à la mise en œuvre et à la mise à l'échelle de Document Intelligence en tant que produit clé d'IA dans le portefeuille de ServiceNow.
Collaborer quotidiennement avec une équipe de développeurs, de gestionnaires de produit et d'ingénieurs qualité partageant les mêmes idées afin de produire des logiciels de qualité.
Travailler avec les gestionnaires de produits pour comprendre les exigences détaillées et posséder votre code depuis la conception, la mise en œuvre, les tests et la livraison de solutions de haute qualité à nos utilisateurs.
Qualifications
To be successful in this role you have:
8 years of experience in development, deployment and maintenance of enterprise software.
Experience in the development of AI products and solutions, and in deploying them in a production environment.
Experience in multiple programming languages, with a heavy emphasis on Python, Javascript, and Java.
Experience in Git, Agile development, and continuous delivery.
Getting things done attitude.
Pour réussir dans ce rôle, vous avez :
8 ans d'expérience dans le développement, le déploiement et la maintenance de logiciels d'entreprise.
Expérience dans le développement de produits et de solutions d'IA et dans leur déploiement dans un environnement de production.
Expérience dans plusieurs langages de programmation, avec un accent particulier sur Python, Javascript et Java.
Expérience en Git, en développement Agile et en livraison continue.
Attitude de faire avancer les choses.

Additional Information
ServiceNow is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, creed, religion, sex, sexual orientation, national origin or nationality, ancestry, age, disability, gender identity or expression, marital status, veteran status or any other category protected by law.
If you are an individual with a disability and require a reasonable accommodation to complete any part of the application process, or are limited in the ability or unable to access or use this online application process and need an alternative method for applying, you may contact us at +1 (408) 501-8550, or [email protected] for assistance.
For positions requiring access to technical data subject to export control regulations, including Export Administration Regulations (EAR), ServiceNow may have to obtain export licensing approval from the U.S. Government for certain individuals. All employment is contingent upon ServiceNow obtaining any export license or other approval that may be required by the U.S. Government.",None,ServiceNow,"Montréal, QC"
