,Job Title,Salary Estimate,Job Description,Review,Company Name,Location
23,SENIOR DATA ANALYST - MOBILITY,None,"No other bank is doing what we do.
At BDC, we’re devoted to Canadian entrepreneurs. We’re also dedicated to our employees. Adaptable. Inspiring. Different. There’s a reason we like to work here and we think you’ll like it too.
POSITION OVERVIEW
The Senior Data Analyst - Mobility is an expert on digital and CRM data that supports reporting requests leveraging data management and other established standards and best practices. Requires experience in Google Analytics 360, bringing its data to the enterprise and reporting on it through Microsoft Power BI, Excel, SQL.
CHALLENGES TO BE MET
Drive the tagging & taxonomy expertise, definition, publication, and implementation for digital assets. Manage adoption and adherence to set rules to ensure the right digital data is captured for reporting & analytics.
Translate business goals, initiatives, campaigns into
implementation steps for the iOS developers
actionable metrics with baseline targets (e.g., engagement, sales, impact, return on investments, etc.)
Develop, deploy, and manage self-serve analytics reports/dashboards (e.g., Google Analytics 360, Power BI Reports/Dashboards, Excel Spreadsheets, etc.) for operations.
Engineer reusable common data models and pipelines from disparate sources.
Ensure data collection, preparation and processing are accurate, devoid of biases, integrated, orchestrated, and executed as planned.
Develop, define, document and maintain data schema, dictionary, structure, pipelines and their business use (e.g., taxonomy, tagging, etc.).
Develop optimized code, methods, and algorithms to perform the analytics work using the right enterprise technologies.
Build and manage relationships with internal clients and partners to provide value and ensure ongoing alignment. Collaborate with data analysts / experts in other teams or external consultants.
Understand context quickly and respond rapidly to requests on campaign reporting using data from Google Analytics and CRM.
Analyze for causality using explainable models. Advise on potential improvements to business practices based on data and insights through storytelling. Assist with machine learning solutions for business problems.
Contribute to building standards and best practices on reporting for the MarCom Client Analytics Practice.
Manage activities and tasks from planning to delivery.
Take ownership of work and collaborate with cross-functional teams (e.g., marketing, IT, digital) to ensure well-communicated and timely delivery.
Actively participate in planning, status, and governance sessions.
WHAT WE ARE LOOKING FOR
7 to 15 years of relevant work experience driving digital analytics initiatives with cross-functional teams, advising executives on metrics definition, performance management or strategic orientation.
Results-focused self-starter with excellent analytical skills and an ability to decompose ambiguous questions into discrete data problems and answer with clear, actionable insights.
Experience implementing digital analytics for native applications for 3+ years including writing tech specs, assisting app developers with implementation (iOS and Android) and testing.
Experience working in an agile environment.
Experience with web analytics, CRM data and their ingestion, transformation and reporting.
Bachelor’s degree or experience in Analytics, Management of Information Systems, Computer Sciences, Engineering, E-Commerce, Strategy, Finance or Marketing disciplines. Graduate degree considered an asset.
Experience with Google Analytics 360, Tealium, other web analytics technologies, and mobile site and mobile app analytics platforms.
Digital marketing platform skills including widely used ad serving and technology platforms, social listening platforms for apps and common digital analytics platforms including the following: Tealium, Google Analytics, Analytics Canvas, Firebase and Big Query.
Familiarity with native apps development environments and metrics (e.g., app store, SDK, languages, etc.).
Ability to aggregate, standardize, interpret and model data, and to work independently within a data warehouse or decentralized environment.
Familiarity with database queries in an enterprise context (i.e.: SQL, Python/R).
Excel skills (pivots, tables, functions, data modeling, Power Query).
Familiarity with visualization methods and dashboard tools or modern business intelligence tools (e.g., Microsoft Power BI).
Analytic modeling using methods such as hypothesis-based testing, statistics, software-assisted segmentation and linear regression.
Very strong ability to produce and communicate polished and crisp reports, analyses, presentations autonomously.
Organizational skills and ability to own and manage several tasks and initiatives at once. Ability to work under pressure and meet tight deadlines.
Ability to constructively and collaboratively work as a team to create and sustain high performance.
Very strong interpersonal and communication skills and cross-functional collaboration to work with partners to achieve common objectives and commitments.
EQUAL OPPORTUNITY EMPLOYER
At BDC, we value diversity in our workforce and encourage all qualified candidates to apply. We appreciate all responses and advise that only those candidates selected for an interview will be contacted.",3.8,Business Development Bank of Canada,"Montréal, QC"
24,Senior Data Analyst,None,"What is the opportunity?

The Senior Data Analyst is responsible for data analysis activities on medium to large size projects. The role demonstrates advanced knowledge and ability and can apply the competency in new or complex situations and guides other professionals. The role is responsible for execution of all aspects of data analysis including planning, elicitation, analysis, documentation and post implementation verification. The role is part of a team that works across IT and with assigned business line(s) to enable business objectives and strategies.
What will you do?

Data Analysis and Consulting
Partner with sponsors/stakeholders to understand business strategies and support project planning activities
Facilitate collaborative sessions with large and diverse business stakeholder groups to drive requirements discovery, analysis, and review
Lead the data analysis and documentation of sponsor/stakeholder needs; define data mappings; create ETL data integration and data transformation rules.
Analyze problems systematically, creating a path for achieving the desired outcome with minimal supervision and use of best practices in data analysis and research.
Resolve requirements conflicts and issues between projects as escalated by the team
Present data such that it can be understood by a variety of stakeholders, including effectively presenting information or recommendations both written and verbally
Develop processes to support the operationalization of data sets and models for use within RBC
Assess current solutions for opportunities to build upon, enhance or merge with other solutions in order to address sponsor/stakeholder needs and optimize investments
Complete Post Implementation Verification activities to ensure requirements have been met when implemented into the production
Data Analysis Planning
Participate in requirements effort estimation at the project level
Develop detailed plans and accurate estimates for completion of Requirements and Acceptance phases of projects
Ensure documentation is defect free for each project

Leadership, Relationship Management and Communication
Exemplify good interpersonal skills in listening, mediation, influencing and conflict resolution
Provide guidance, feedback, coaching, and mentoring to build the capabilities of Junior Data Analysts
Provide focus and clarity in establishing individual goals and define specific metrics for each goal
Leverage the value in unit, department and enterprise-wide teams to develop better solutions and achieve a cross enterprise mindset
Communicate and build rapport with Project Management, Sponsors, Stakeholders, Technology and Vendors where applicable

What do you need to succeed?
Working as a Data Analyst or Business Analyst with progressively increasing responsibilities in the area of requirements management on large and complex projects
Advanced knowledge of SQL.
Advanced knowledge and proven experience in requirements analysis and documentation:
Stakeholder requirements analysis and effort estimation
Scope Modelling
Business Process Modelling
Use Cases and Scenarios
Data Requirements
Requirements walkthroughs
Business Rules Analysis and Decision Modelling
User Interface Design
Non Functional requirements
User Stories, Story Decomposition, and Story Mapping
Acceptance and Evaluation Criteria Definition

Excellent Analytical thinking capability
Excellent communication skills (both verbal and written)
Strong consulting and advising skills
Team Leadership and mentoring ability

Nice-to-have
Experience working in Agile and Iterative Waterfall methodologies
Experience working with Big Data and Big Data tools/solutions such as Python, Scala, Apache Spark, Hadoop, Hive, etc.
Experience performing data analysis in an Cloud environment (AWS and/or Azure)
Experience working in Visualization tools such as Tableau
What’s in it for you?

We thrive on the challenge to be our best, progressive thinking to keep growing, and working together to deliver trusted advice to help our clients thrive and communities prosper. We care about each other, reaching our potential, making a difference to our communities, and achieving success that is mutual.
A comprehensive Total Rewards Program including bonuses and flexible benefits, competitive compensation, commissions, and stock where applicable
Leaders who support your development through coaching and managing opportunities
Ability to make a difference and lasting impact
Work in a dynamic, collaborative, progressive, and high-performing team
A world-class training program in financial services
Opportunities to do challenging work

Learn more about RBC Tech Jobs

Join our Talent Community
Stay in-the-know about great career opportunities at RBC. Sign up and get customized info on our latest jobs, career tips and Recruitment events that matter to you.

Expand your limits and create a new future together at RBC. Find out how we use our passion and drive to enhance the well-being of our clients and communities at rbc.com/careers.

JOB SUMMARY
City: Toronto
Address: 88 Queens Quay West, 7th Floor
Work Hours/Week: 37.5
Work Environment: Office
Employment Type: Permanent
Career Level: Experienced Hire/Professional
Pay Type: Salary + Variable Bonus
Required Travel(%): 0
Exempt/Non-Exempt: N/A
People Manager: No
Application Deadline: 06/21/2021
Platform: Technology and Operations
Req ID: 374580
Ad Code(s):",4.0,RBC,"Toronto, ON"
25,Senior Machine Learning Engineer,None,"Clearco is a company built by founders for founders, and we're laser-focused on our mission to help entrepreneurs succeed. The Senior Machine Learning Engineer will be responsible for ensuring Clearco's data science team is able to push out models using current technology standards including proper testing, CICD, and microservice driven frameworks. This position will be responsible for building, deploying, and maintaining our changes to our current production stack while working in a fast growing agile driven data science team. This role will power the heart of what we do as a business and will enable our data scientists to do what they do best.

Application Deadline: June 24, 2021

Please be advised someone from the recruitment team will be in touch shortly after the application deadline.

What your day-to-day will look like:
Monitoring and ensuring the health of our Kubernetes clusters
Building and designing CICD pipelines to work with our current frameworks and the frameworks you'll bring to us

We use Git, Jenkins, Sanic, Python, and Kubeflow to name a few!

Improving our testing suite to ensure our models work as we scale and help maintain production resiliency
Working closely with our data scientists to turn their off line models into production quality code
Working closely with our DevOps and Engineering teams to ensure deployments are stable, fast, and we maintain a high quality experience for the founders we support
Building and designing ML Ops pipelines to ensure we can deploy quickly and adapt to changing macroeconomic conditions

You will thrive if you have:
Bachelor's or Master's of Science in Computer Science or similar
The ability to communicate technical constraints to product managers, engineering leaders, and data science leaders
The ability to collaborate with DevOps, Security, Data Science, and Data Engineering
The ability to address objections and concerns from both technical and non-technical users
Experience working closely with data science teams to deploy production models
Experience working with Kubernetes and the Google Cloud Stack
Experience building CICD pipelines

Technical Requirements:
5+ years of experience after completing your degree

Must haves

Git

Docker/Kubernetes

CICD Framework - Gitlab/Jenkins

Python + Flask or another web development framework (Sanic, Django)

SKLearn - Deployment of PKL files from model development pipelines

Google Cloud (Highly preferred)

Nice to haves:
Familiarity with Facebook Prophet, Tensor Flow, or Keras
AWS or Azure Cloud
Experience with time series data & deployment of services on this data or modeling
Experience with XGBoost deployments

Clearco is an equal opportunity employer. We celebrate our inclusive work environment and welcome members of all backgrounds and perspectives to apply. At Clearco, we're committed to developing and upholding an inclusive, transparent, and comfortable environment for all. We create a space where every voice, perspective, and idea is heard and acknowledged. We embrace differences, and know that our diverse team is our strength and what drives our innovation.

Clearco is committed to developing a barrier-free recruitment process and work environment. If you require any accommodation, please email us at accommodations@clear.co and we'll work with you to meet your accessibility needs.",None,Clearco,Ontario
26,Senior AI – Machine Learning Engineer,None,"thinkRF has an opportunity for a Senior AI/ Machine Learning Engineer who can provide technical leadership and innovation to support the next stage in our company’s growth. In this role, you would be responsible for delivering AI / Machine Learning based solutions for thinkRF’s customers as well as creating and maintaining a fast paced development architecture using leading AI technology frameworks.
The Company
thinkRF is a rapidly growing Ottawa based technology company that is the leader in developing software-defined spectrum analysis platforms that monitor, detect and analyze complex waveforms in today’s rapidly evolving wireless landscape.
Founded in 2006, thinkRF is headquartered in Ottawa, Canada with offices and partners globally.
The Opportunity
thinkRF has an opportunity for a Senior AI/ Machine Learning Engineer who can provide technical leadership and innovation to support the next stage in our company’s growth. In this role, you would be responsible for delivering AI / Machine Learning based solutions for thinkRF’s customers as well as creating and maintaining a fast paced development architecture using leading AI technology frameworks.
The position is based in Ottawa, and under current COVID-19 conditions has flexibility to work from home however, there will be times when it is required to work from our office in Kanata.
Responsibilities
As the Senior AI / ML Engineer / Architect, you will manage multiple AI/Analytic product initiatives and be the primary engineer/architect responsible for key tasks such as requirements analysis, AI / ML techniques selection and optimization, data capture processes, AI architecture design and ongoing management and a maintenance.
Using your industry experience, you will plan the implementation of AI based solutions, choosing the right technologies and evaluating the evolution of the architecture as required. As the Senior AI/ML Engineer Architect, you will play a major role in implementing and managing the AI/ML development environment using Cloud and on-premise products & services.
In this role, you will:
Design working prototypes and proof of concepts to fine tune customer solutions
Produce and validate reference architecture implementations across multiple market segments and RF/AI use cases
Act as a technical liaison between customers and the product teams to provide customer driven product improvement feedback
Manage the day-to-day activities of the AI work activities and lead the AI/ML deliverables within an Agile/Scrum environment
Report on status of development, quality, operations, and system performance to management
Be a part of a highly productive and creative engineering team
Qualifications
Essential Qualifications
BS in Computer Science, data science or an AI-related discipline
5+ years of technical expertise within major AI or software-centric programs in industry, academia, or government
Proven track record of implementing Machine Learning solutions, development in multiple languages and statistical analysis and well experienced with a whole host of other approaches used in practical applications of machine learning
Deep learning tools: Tensorflow, PyTorch, Scikit-learn, Keras, Python Libraries
Proficiency in Artificial Intelligence/ Machine Learning & Modeling: CNNs, LSTMs, GANs, Autoencoders, Reinforcement Learning, Temporal use-cases as well as classical AI techniques
Data science and data engineering of structured and unstructured data as well as imbalanced data structures, handling Peta-byte scale datasets for model training, proficiency in distributed computing and databases
Familiarity with software development on AWS including serverless development experience including complex integrations with AWS Lambda, Amazon Elasticsearch, Amazon Redshift, Amazon Kinesis, and Amazon DynamoDB
Assets
Masters / PhD in Computer or Data Science
Domain expertise in Machine Learning Techniques associated within the RF/Wireless communications domain
Proficiency in development methods and techniques
Agile methodology: Scrum, Kanban, Sprints, Collaboration tools: Wiki or other
Version control systems: Git, GitLab, GitHub, Bitbucket
Continuous Integration: Jenkins
Working understanding of embedded processor control of RF functions and a good understanding of RF Engineering domain
Proficiency in DevOps / MLOps Cloud infrastructure: OpenStack, AWS (Amazon Web Services), Azure, Google Cloud, Virtual Environments, Cloud Containers: Docker, Kubernetes
Personal Attributes
Self-starter, capable of taking initiative to identify and resolve problems, and improve work environment
Strong verbal and written communication skills, with the ability to work effectively across internal and external organizations.
Outstanding work ethic and commitment to organizational success.
Team player who is able to build consensus and work cooperatively
Ability to successfully deliver on committed project deadlines
Why work for us?
At thinkRF, highly skilled, creative and dynamic professionals join our team because they have the opportunity to work alongside technology thought leaders while directly contributing to the delivery of our world-class technology. We offer our employees a competitive total rewards package, ongoing development opportunities and a flexible work environment.
To join the thinkRF team:
Email your resume in confidence to hr@thinkrf.com, specifying the title of the position you are applying for in the subject line of your message. Please be sure to provide some insight into your initiative, skills and achievements, and how you plan to contribute toward the growth of our company.
thinkRF is an equal opportunity employer and we encourage applications from candidates of all backgrounds, origins, ages, orientations, genders, creeds and religions. thinkRF accommodates people with disabilities throughout the recruitment and selection process, and beyond. If contacted regarding your application to this position, please advise us of any accommodations you may require.",None,ThinkRF Corp,"Kanata, ON"
27,Machine learning / High Performance Compute Roadmap Program...,None,"What you do at AMD changes everything
At AMD, we push the boundaries of what is possible. We believe in changing the world for the better by driving innovation in high-performance computing, graphics, and visualization technologies – building blocks for gaming, immersive platforms, and the data center.
Developing great technology takes more than talent: it takes amazing people who understand collaboration, respect, and who will go the “extra mile” to achieve unthinkable results. It takes people who have the passion and desire to disrupt the status quo, push boundaries, deliver innovation, and change the world. If you have this type of passion, we invite you to take a look at the opportunities available to come join our team.

Machine learning / High Performance Compute Roadmap Program Manager
The Role:
As roadmap program manager in AMD’s machine learning software engineering team, you will drive planning of a project portfolio of leading-edge technology in high performance GPU-accelerated compute and machine learning for the Radeon Open Compute software stack. You will learn about how the power of open-source software can be applied to solve real-world problems. You will interact with product management, customers, software and hardware engineering teams, quality assurance and operations in a new and growing team
The Person:
The successful candidate in this role will be a self-starter, upbeat, quick learner who is passionate about new technology in addition to being results-oriented and able to get things done. They will be able to resolve ambiguity and adapt to changes in a dynamic environment. Drawing on their engineering background and validated experience in delivering software, the ideal candidate will be an excellent communicator who can engage with key partners at all levels, from driving technical discussions to leading executive program reviews.
Key Responsibilities:
Work closely with product managers, engineering managers, and software developers to own the planning of the machine learning and high-performance compute software roadmap to successful delivery in software releases.
Run the intake of new improvement requests across business units, software functional organizations and finance/ops, working closely with product management to achieve clarity on the relative priorities and requirements.
Dive deep into technical aspects of new requests; Be responsible for the scoping of the software enhancements, coordinating across functional teams to gather all dependencies and commitments.
Drive the planning and development of a committed software release plan
Drive the development of technology roadmaps in collaboration with functional managers and publish near term and long-term roadmaps
Drive interlock with business units on the engineering roadmap including prioritization and gap analysis monthly.
Be comfortable manipulating and extracting data in JIRA, Excel, Project, and communicating in PowerPoint
Support engineering management in resource planning (people and materials), as well as driving execution, including time-to-market and R&D efficiency
Working collaboratively with engineering management to drive excellence in the AMD Program Management community to supervise Key Metrics and help continuous process improvement, applying Agile concepts to adapt to the dynamic environment
Preferred Experience:
Project and Portfolio Management experience in industry
Excellent presentation and leadership skills
Demonstrated ability to optimally lead technical discussions across a breadth of technical domains
Strong social skills and outstanding written and oral communication skills
Experience in leading sophisticated, interrelated projects, programs, and functions
Great teammate with a dedication to meeting deadlines and an aptitude to thrive in a fast-moving multi-tasking environment
Knowledge of Scaled Agile Framework (SAFe) such as Program Increments, Lean, Kanban
Experience working with customers is an asset
Experience program running Linux based products is a plus.
Experience using tools such as JIRA, Confluence, SharePoint, Project 2016, Jenkins & Robot Frameworks
Experience in Machine Learning frameworks (TensorFlow, Caffe2, PyTorch, etc.) is highly desired
Experience in delivering software for new hardware products and GPUs is an advantage
Experience in High Performance Computing is preferred
Experience in Virtualization frameworks (Linux KVM, etc.) is desired
Experience in Containerization frameworks (Docker, Kubernetes, etc.)
Software development experience
PMP certification is highly desirable, but not required
Academic Credentials:
Bachelor’s or Master’s in Computer Science, Computer Engineering or Electrical Engineering
Location:
Markham, CA
Calgary, CA
Austin, TX

#LI-JG1


Requisition Number: 99785
Country: Canada Province: Ontario City: Markham
Job Function:Other Engineering

AMD is an inclusive employer dedicated to building a diverse workforce. We encourage applications from all qualified candidates and will accommodate applicants’ needs under the respective provincial human rights codes throughout all stages of the recruitment and selection process. Any applicant who requires accommodation should contact AskHR@amd.com.
AMD does not accept unsolicited resumes from headhunters, recruitment agencies or fee based recruitment services.",3.8,"Advanced Micro Devices, Inc.","Markham, ON"
28,Aerodynamicist/Data Scientist,None,"Company Overview
GiBLI Tech has developed a patent pending, cutting edge aerodynamic sensor for cycling and triathlon applications. As part of the growing GiBLI team in Halifax Nova Scotia, you will be a key player in advancing this technology for a global market.

Responsibilities
As the Aerodynamicist/Data Scientist your primary role will be to improve existing algorithms, lead experimental design setup for R&D, and data processing.
Develop experiments derived from fundamental aerodynamics principles
Lead wind tunnel testing
Algorithm improvements using test results and data processing techniques
Statistical analysis of sensor data

What we want
Strong understanding of aerodynamics and engineering fundamentals
Experimental background
Strong mathematics background (statistics and numerical methods)
Experience in signal processing
Familiarity with SQL and or time series data
Matlab programming skills
Python programming skills
Strong problem-solving skills and attention to detail
Self-motivated and can work independently
Positive attitude with strong communication skills

Nice to have
Experience in version control workflow (e.g. Bitbucket, GitHub, Gitlab)
Experienced in CFD
Has worked with embedded systems
Interest in cycling

Requirements
Graduate or Undergraduate degree in Engineering or related field with focus on aerodynamics

How to apply
Please send a cover letter and resume to careers@giblitech.com",None,GiBLI Tech,"Halifax, NS"
29,"Machine Learning Engineer Cyber Security (Calgary, Los Altos...",None,"Machine Learning Engineer Cyber Security (Calgary, Los Altos, CA or Seattle, WA)
vArmour is the leading provider of Application Relationship Management. Enterprises around the world rely on vArmour to control operational risk and increase application resiliency for their multi-cloud environments - all while leveraging the technology they already own. Based in Los Altos, CA, the company is backed by top investors including Highland Capital Partners, AllegisCyber, NightDragon, Redline Capital, Citi Ventures, and Telstra.
Only vArmour is able to build out a relationship-based map of applications and users across the enterprise, regardless of the underlying infrastructure. As businesses continue to tackle the challenges of digital transformation, this deepened visibility into every environment means businesses can map relationships across their entire dynamic enterprise in one view. This equips security and operations teams with unprecedented control to address user access risks, achieve Zero Trust objectives, meet compliance, or discover the blast radius of an incident.
At vArmour, “Relationships Matter” is the cornerstone philosophy that drives the company. It shows itself in the technology and in how the company enables hundreds of enterprises around the globe to understand the relationships within and across their estates to optimize risk and resiliency. This value is taken to heart as well in how the company treats people, whether they’re customers, partners or fellow employees. The company believes that together we are stronger and better. This is why Relationships Matter at vArmour.
What you’ll do
You will be responsible for formulating and implementing statistical techniques and predictive machine learning algorithms upon our rich application datasets
Creating data workflows using object oriented project development with Python, providing our customers with unique insight into how their applications should be secured in the multicloud world
You will be proficient in manipulation, aggregation, and transformation of huge datasets and be comfortable with recommending technical data architecture and pipelines to optimize data management at scale
You will work with our customers, marketing team and software engineers to innovate new workflows, algorithms, and brilliant security insights, revolutionizing the way application security is achieved in the cloud
You will work in vibrant Scrum teams, where you will advocate for best practices and adoption of software design patterns
Explore new technologies and learn new skills to continuously improve the way we operate
What you’ll bring
Proven track record as machine learning engineer/developer covering large scale data analytics, modeling, and data mining (preferably in the cyber security domain)
Experience with ML applied to one or more of graph datasets, networks, bipartite graphs, and community detection techniques such as Louvain
Proficient in one or more disciplines, including statistics, clustering algorithms like t-SNE, machine learning, markov models, and belief networks
Proven track record of working within a collaborative development organization delivering world class software solutions
Ability to prototype and develop enterprise grade analytics in Python
Working knowledge of SQL, databases, and data manipulation / exploration with bonus points for experience of data architecture design, particularly in pipeline processing and graph database schema
You will hold a Bachelor's degree (or higher) in a quantitative field (e.g. Computer Science, Electrical Engineering, Statistics, or Operations Research) with 3+ years experience in a similar roles
You have prior experience with modern Python-based ML frameworks (e.g. PyTorch, Scikit-learn, TensorFlow)
Experience in cybersecurity and/or computer networking would be an asset
Bonus points for experience and knowledge in natural language processing or IaC (Infrastructure as Code)
Perks
Competitive salary, pre-IPO stock options, and flexible PTO
Great culture and team spirit (virtual yoga, guest speakers, happy hour)
Full benefits (health/dental/vision/disability)
Company paid Life Insurance and AD&D
Team celebrations
The interview process will include a technical sample project (take home, approx. 3 hours) to assess finalist candidates.
vArmour is an equal opportunity employer and supports a diverse, inclusive workforce.
No agencies
Job Type: Full-time",None,vArmour Networks,"Calgary, AB"
30,Data Scientist,None,"Avenue Code is the leading software consultancy focused on delivering end-to-end development solutions for digital transformation across every vertical. We’re privately held, profitable, and have been on a solid growth trajectory since day one. We care deeply about our clients, our partners, and our people. We prefer the word ‘partner’ over ‘vendor’, and our investment in professional relationships is a reflection of that philosophy. We pride ourselves on our technical acumen, our collaborative problem-solving ability, and the warm professionalism of our teams.


About the opportunity:
We are seeking for a Data Scientist willed to explore and model linguistic data derived from landing pages in order to maximize relevancy and conversion building new pages.



Required Qualifications:
Solid background in natural language processing (NLP) problems.
Experience training and serving NLP models.
Experience with Topic Modelling, Text Summarization, Question / Answering, Text Classification and common NLP problems.
Experience with TFiDF, Bag of Worlds, Word2vec and other embeddings
Experience with LSTM, RNN, Transformers and related models.
Experience with most common pre-trained models for NLP.
Experience with TensorFlow/ Pytorch and frameworks for deep learning models.
Experience with scikit-learn, pandas, numpy, matplotlib



Nice to Have:
Msc / PhD in NLP related field.
Google cloud platform.
Experience with content (text) generation.
Experience implementing state of the art NLP models.
Experience with AdTech and MarTech



Does this sound like you? Apply now to become an Avenue Coder! #LI-Remote",None,Avenue Code,Canada
31,Data Scientist Lead,None,"Avenue Code is the leading software consultancy focused on delivering end-to-end development solutions for digital transformation across every vertical. We’re privately held, profitable, and have been on a solid growth trajectory since day one. We care deeply about our clients, our partners, and our people. We prefer the word ‘partner’ over ‘vendor’, and our investment in professional relationships is a reflection of that philosophy. We pride ourselves on our technical acumen, our collaborative problem-solving ability, and the warm professionalism of our teams.


About the opportunity:
We’re looking for a passionate, talented, and innovative Data Scientist with a strong machine learning background to help build industry-leading AI/ML enabled applications for retail/commerce platforms. As a Data Scientist you will be working with big data (text, images, audio & other) to solve real-world problems for customers & partners, will design and run experiments, research new AI/ML algorithms & techniques, and find new ways of optimizing risk, opportunities,profitability, and customer experience.


Required Qualifications:
Hands on experience in leveraging data science (including ML) and analytics to solve business problems (preferably ecommerce);
Industry experience in Machine Learning or related fields;
Extensive experience in Python and SQL;
Programming experience in Spark framework and PySpark;
Hands-on experience with Scikit-learn, Pandas, and at least one of the deep learning frameworks: PyTorch, Keras, or TensorFlow;
Experience with different recommender systems (Sequential recommenders, Content recommenders, RL recommenders, etc.) and frameworks (Ex:PredictionIO);
Experience with building systems from scratch, putting them into production, and performing A|B testing;
Experience with Machine Learning orchestration frameworks (Kubeflow, Airflow, MLflow).


Nice to Have:
Knowledge of Scala;
Familiarity with modern approaches to computer vision problems (RESNet, transfer learning, Inception, etc.);
Knowledge of Google Cloud Platform (Big Query, Big Table, Pub/Sub, DataFlow, DataProc);
Familiarity with Agile



Does this sound like you? Apply now to become an Avenue Coder! #LI-Remote",None,Avenue Code,Canada
32,Data Scientist & Analyst (PhD Required),None,"We are a data-driven company with a collegial atmosphere looking for team members who can do great work for application in the algorithmic trading industry.
Our ideal candidate is a recent or soon to be PhD graduate with experience in an academic or post-doc research workplace looking to apply their capabilities to the real world. Our approach is to train successful candidates about our industry, markets and products, as such we are looking for people seeking their initial entry position in the financial markets.
About you
You are driven by intellectual challenges, curiosity, and solving problems. You continuously seek to understand new and better approaches to analyze and interpret ‘dirty’ data to improve understanding and reporting of investment results. You love to see your work put into practice. For individuals currently living outside of Vancouver, we offer relocation assistance.
What You'll Do
Initial significant project is enhancing the understanding and reporting of investments returns
Developing and bringing research projects to completion
Identifying timely and unique data sets, exploring underlying data drivers, and developing understanding, quantities and reporting for use in an existing trading system
What You Bring
Required: Ph.D. in mathematics, physics or related fields in quantitative disciplines with a Masters in the hard sciences (including if you will be graduating with a Ph.D. within the next 12 months)
Highly analytical, keen attention to detail
Innate curiosity and an exceptional critical thinker who is results-oriented
Demonstrated expertise in statistics and mathematical modeling
Strong communications skills (both verbal and written)
Thrive in a performance-based environment
Require excellence of yourself and in the work you produce
Nice to Have
Experience participating in national or international math, physics or computer science competitions is strongly preferred
Strong experience with Python, C++, R and kdb+ (Linux environment) and coding concepts
Legally entitled to work in Canada (however for exceptional candidates we can provide immigration assistance)
Job Type: Full-time",None,NumerixS Quant,"Vancouver, BC"
33,Data Scientist,None,"Company Description

Cardinal Path, part of dentsu, is a leading digital analytics and digital marketing firm focused on delivering insight, understanding and outcomes that create competitive advantage for our clients. We engage at the strategic, business, and technical levels to generate tangible and quantifiable value for our partners. Our clients include brands such as Bridgestone, Johnson and Johnson, Pfizer, Asics and hundreds of others. Cardinal Path’s mission is: To know. To Share. To be our Partners’ competitive advantage. And our company culture reflects the importance of our people’s’ expertise, wellness and happiness in everything we do.

Job Description

The Data Science Consultant (Data Engineer) will have proven expertise in system architecture, database design, data integrations, and be an expert in SQL and Python. Experience with delivering in big data platforms such as Google BigQuery, Microsoft Azure SQL DB/Synapse, or Amazon Redshift is essential. Expertise with traditional RDBMS platforms such as SQL Server or Oracle and NoSQL and Hadoop environments would complement. Data integration experience using ETL platforms such as AirFlow, Talend, Alteryx, or Fivetran is important.
Experience in the digital data and analytic ecosystem and intermediate knowledge in Web Analytic tools (Google Analytics or the Adobe Marketing Cloud), and API expertise is a major plus!!
Act as primary consultant to clients for data engineering services, managing the client relationship and coordinating across other support and consultant roles
Estimate projects involving data integration, data architecture, business analysis or application development and collaborate with sales and client success teams to grow accounts
Participate in product roadmap discussions and identifying key areas for improvement of products and services
Collect client project requirements, focusing on needs & impacts and necessary technical outcomes
Create solution designs to solve for clients business and technical needs while keeping within budget
Produce documentation of data pipeline design and solution architecture for data warehousing and ETL, following Cardinal Path's documentation standards
Create datasets, extracts, or views of data that will be consumed by teams of analysts and data scientists to support data mining, analytics, reporting, and dashboards
Develop, implement, and support methodologies, standards, and tools for data management, considering innovation and data security
Create ongoing standards and process for overall data architecture team, including developing governance, support and testing models
Perform exploratory data validation with analysts to ensure quality data standards are in place and ensure data integrity during all transformation steps.

Qualifications
Bachelor’s degree in Statistics, Mathematics, Business Analytics or related field quantitative field, required with a minimum of 3-5 years experience with database development
Experience with cloud / big data technologies such as BigQuery, Azure SQL DB/Synapse, Amazon Redshift is required
Experience with relational database systems including SQL Server, Oracle, MySql, Postgres
Advanced skills in data scripting and database development technologies (SQL, Python, R)
Deep knowledge of ETL tools and how they can be applied to a big data environment
Familiarity with analyzing digital marketing, advertising and ecommerce data
Familiarity with web analytics tools such as Adobe Marketing Cloud or Google Analytics
Experience with optimizing BI or visualization tools such as Tableau, Looker, DOMO or Power BI
Experience with cloud platforms such as AWS, Azure, and Google Cloud
Familiar with NoSql database technologies such as MongoDB
Knowledge of technologies such as Spark, Hadoop, and Airflow

Additional Information

We know through experience that different ideas, perspectives and backgrounds foster a stronger and more creative work environment that delivers better business results. We strive to create workplaces that reflect the clients we serve and where everyone feels empowered to bring their full, authentic selves to work. We are committed to working with our candidates from all ability levels throughout the recruitment process to ensure that they have what they need to be at their best.
If you need accommodation during the application or interview process, please contact Canada.Recruitment@dentsuaegis.com or to begin a conversation about your individual accessibility needs throughout the hiring process.",None,Cardinal Path,"Toronto, ON"
